FIL-USDT-SWAP,NEAR-USDT-SWAP,FIL-USDT-SWAP_log,NEAR-USDT-SWAP_log,Spread,ZScore
1.266,1.487,0.23586232372198446,0.3967606674780181,0.012512560521646177,-1.3365772615868339
1.266,1.479,0.23586232372198446,0.39136618372866283,0.015549294670888225,1.111388309776794
1.266,1.487,0.23586232372198446,0.3967606674780181,0.012512560521646177,-1.268853080720862
1.268,1.488,0.2374408560150342,0.3974329364109001,0.013712650294371104,-0.28715506586047784
1.268,1.487,0.2374408560150342,0.3967606674780181,0.014091092814695921,0.025749195541012584
1.267,1.48,0.23665190133900194,0.3920420877760237,0.015958383440853957,1.359215353595402
1.267,1.486,0.23665190133900194,0.39608794629556743,0.013680835245297923,-0.4405741620791001
1.266,1.485,0.23586232372198446,0.395414772254663,0.013270209663985844,-0.7851476535040347
1.265,1.486,0.23507212217948348,0.39608794629556743,0.012101056085779466,-1.5327365828060147
1.265,1.485,0.23507212217948348,0.395414772254663,0.012480008121484865,-1.1725642299300147
1.265,1.479,0.23507212217948348,0.39136618372866283,0.014759093128387246,0.5105381382711576
1.265,1.485,0.23507212217948348,0.395414772254663,0.012480008121484865,-1.09069368650821
1.265,1.48,0.23507212217948348,0.3920420877760237,0.0143786042813355,0.3072460510285186
1.265,1.485,0.23507212217948348,0.395414772254663,0.012480008121484865,-1.0831394209464706
1.265,1.49,0.23507212217948348,0.3987761199573678,0.01058779380950367,-2.13907095401712
1.267,1.491,0.23665190133900194,0.39944703578260143,0.011789892157953313,-1.1935754019185347
1.268,1.488,0.2374408560150342,0.3974329364109001,0.013712650294371104,0.26592134258382805
1.268,1.485,0.2374408560150342,0.395414772254663,0.014848741957035588,1.0699999191352516
1.268,1.486,0.2374408560150342,0.39608794629556743,0.01446978992133019,0.7834780323558107
1.268,1.485,0.2374408560150342,0.395414772254663,0.014848741957035588,1.0171690352765144
1.268,1.487,0.2374408560150342,0.3967606674780181,0.014091092814695921,0.4090627034043383
1.268,1.482,0.2374408560150342,0.39339252687389514,0.015987131076598438,1.597889318982098
1.269,1.489,0.23822918873225055,0.398104753701872,0.014122794735500876,0.35527380080206733
1.269,1.491,0.23822918873225055,0.39944703578260143,0.013367179551201924,-0.23008867713951986
1.27,1.49,0.23901690047049992,0.3987761199573678,0.014532572100520114,0.6005423638009685
1.27,1.489,0.23901690047049992,0.398104753701872,0.014910506473750251,0.8357625671482031
1.269,1.483,0.23822918873225055,0.3940670631557951,0.016395744907388793,1.8448224848182613
1.269,1.491,0.23822918873225055,0.39944703578260143,0.013367179551201924,-0.27678786730127936
1.27,1.489,0.23901690047049992,0.398104753701872,0.014910506473750251,0.7443286350447154
1.27,1.482,0.23901690047049992,0.39339252687389514,0.017563175532064157,2.1720754520446857
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,-0.015515977909409251
1.27,1.487,0.23901690047049992,0.3967606674780181,0.01566713727016164,0.9142916574859247
1.27,1.487,0.23901690047049992,0.3967606674780181,0.01566713727016164,0.8302387882142865
1.27,1.485,0.23901690047049992,0.395414772254663,0.016424786412501308,1.2053306980718455
1.269,1.487,0.23822918873225055,0.3967606674780181,0.014879425531912266,0.1887322756421566
1.268,1.478,0.2374408560150342,0.39068982252601003,0.017508573158893842,1.863489974461137
1.268,1.485,0.2374408560150342,0.395414772254663,0.014848741957035588,-0.17763026600011542
1.268,1.479,0.2374408560150342,0.39136618372866283,0.01712782696393797,1.5439743176582343
1.268,1.484,0.2374408560150342,0.3947411447451887,0.015227949265266688,-0.011066860565231306
1.268,1.484,0.2374408560150342,0.3947411447451887,0.015227949265266688,-0.04083138518979069
1.268,1.486,0.2374408560150342,0.39608794629556743,0.01446978992133019,-0.643646290879854
1.267,1.485,0.23665190133900194,0.395414772254663,0.014059787281003322,-0.9753492256283054
1.267,1.484,0.23665190133900194,0.3947411447451887,0.014438994589234422,-0.6064497923259105
1.266,1.486,0.23586232372198446,0.39608794629556743,0.012891257628280445,-1.7068902206249306
1.266,1.478,0.23586232372198446,0.39068982252601003,0.015930040865844097,0.5434700894922764
1.267,1.496,0.23665190133900194,0.4027948795522855,0.009905279658575239,-2.9942414368425565
1.267,1.482,0.23665190133900194,0.39339252687389514,0.015198176400566171,0.09177730247069701
1.268,1.485,0.2374408560150342,0.395414772254663,0.014848741957035588,-0.07057255877389033
1.268,1.486,0.2374408560150342,0.39608794629556743,0.01446978992133019,-0.33405248924329156
1.269,1.485,0.23822918873225055,0.395414772254663,0.015637074674251933,0.3525301958445697
1.269,1.487,0.23822918873225055,0.3967606674780181,0.014879425531912266,-0.030580890611629833
1.269,1.483,0.23822918873225055,0.3940670631557951,0.016395744907388793,0.8674912366813974
1.269,1.491,0.23822918873225055,0.39944703578260143,0.013367179551201924,-0.9707178268932883
1.268,1.484,0.2374408560150342,0.3947411447451887,0.015227949265266688,0.2035021574851883
1.267,1.496,0.23665190133900194,0.4027948795522855,0.009905279658575239,-2.4771522792590206
1.266,1.48,0.23586232372198446,0.3920420877760237,0.015168805823836479,0.2967111303019456
1.267,1.487,0.23665190133900194,0.3967606674780181,0.013302138138663655,-0.6157246404138998
1.269,1.489,0.23822918873225055,0.398104753701872,0.014122794735500876,-0.13887892013818628
1.27,1.486,0.23901690047049992,0.39608794629556743,0.01604583437679591,1.0022599085203834
1.27,1.478,0.23901690047049992,0.39068982252601003,0.01908461761435956,2.2837744848631463
1.269,1.478,0.23822918873225055,0.39068982252601003,0.018296905876110187,1.6833059837795672
1.268,1.484,0.2374408560150342,0.3947411447451887,0.015227949265266688,0.2498178525161801
1.268,1.487,0.2374408560150342,0.3967606674780181,0.014091092814695921,-0.2748695571678286
1.268,1.485,0.2374408560150342,0.395414772254663,0.014848741957035588,0.06540108620874141
1.27,1.482,0.23901690047049992,0.39339252687389514,0.017563175532064157,1.19043170592863
1.27,1.484,0.23901690047049992,0.3947411447451887,0.016803993720732407,0.8182017106946291
1.27,1.486,0.23901690047049992,0.39608794629556743,0.01604583437679591,0.4065625466273547
1.27,1.485,0.23901690047049992,0.395414772254663,0.016424786412501308,0.5682568787450488
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,-0.5798952135417796
1.27,1.485,0.23901690047049992,0.395414772254663,0.016424786412501308,0.531864373277407
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,-0.5846683940687903
1.27,1.486,0.23901690047049992,0.39608794629556743,0.01604583437679591,0.34267856399958785
1.27,1.482,0.23901690047049992,0.39339252687389514,0.017563175532064157,1.0557910130582049
